"","UMAP_1","UMAP_2","V1","V2","V1_scaled","V2_scaled"
"50",-8.39851093292236,6.83059692382812,216,471,16.9885591409974,21.9924169795773
"51",-5.03319454193115,-3.0554883480072,216,475,16.9885591409974,22.0395069359603
"52",-3.09917950630188,-10.0531044006348,216,480,16.9885591409974,22.0983693814391
"53",-5.0924015045166,4.07515954971313,216,628,16.9885591409974,23.8406977676102
"54",-5.58846855163574,2.53578758239746,217,449,17.0114685014143,21.7334222194708
"55",5.97514963150024,-5.06042051315308,217,473,17.0114685014143,22.0159619577688
"56",-8.10835933685303,2.69404339790344,217,482,17.0114685014143,22.1219143596306
"57",-2.99104905128479,3.83783078193665,217,483,17.0114685014143,22.1336868487263
"58",4.34351825714111,-5.99890279769897,217,631,17.0114685014143,23.8760152348975
"59",-7.73116827011108,3.84993410110474,218,451,17.0343778618311,21.7569671976623
"60",-10.5134925842285,8.03708934783936,218,453,17.0343778618311,21.7805121758538
"61",-6.05178308486938,2.20608925819397,218,462,17.0343778618311,21.8864645777155
"62",7.49984264373779,7.84517192840576,218,468,17.0343778618311,21.95709951229
"63",-5.66042757034302,7.26466703414917,218,469,17.0343778618311,21.9688720013858
"64",-9.26642513275146,5.55392694473267,218,472,17.0343778618311,22.0041894686731
"65",-1.21738195419312,-8.71285629272461,218,479,17.0343778618311,22.0865968923433
"66",-4.29122591018677,4.49236440658569,218,480,17.0343778618311,22.0983693814391
"67",6.35283994674683,3.877032995224,218,630,17.0343778618311,23.8642427458017
"68",-3.90336298942566,3.43797278404236,219,449,17.057287222248,21.7334222194708
"69",-9.43729877471924,7.65856075286865,219,463,17.057287222248,21.8982370668113
"70",-10.0260486602783,6.71477890014648,219,484,17.057287222248,22.1454593378221
"71",-6.28237581253052,6.59406328201294,219,624,17.057287222248,23.7936078112272
"72",-10.6924819946289,7.83892917633057,219,628,17.057287222248,23.8406977676102
"73",10.7228879928589,2.70440769195557,219,634,17.057287222248,23.9113327021847
"74",-3.66711950302124,-3.42469239234924,220,463,17.0801965826649,21.8982370668113
"75",-7.42372846603394,7.02578163146973,220,466,17.0801965826649,21.9335545340985
"76",9.55859470367432,2.5916383266449,220,471,17.0801965826649,21.9924169795773
"77",6.06755685806274,5.14376974105835,220,476,17.0801965826649,22.0512794250561
"78",-10.0538511276245,2.12463593482971,220,622,17.0801965826649,23.7700628330357
"79",-0.828357517719269,-7.47258043289185,220,624,17.0801965826649,23.7936078112272
"80",-10.9265661239624,7.60278224945068,220,626,17.0801965826649,23.8171527894187
"81",6.26749277114868,5.95229911804199,221,446,17.1031059430817,21.6981047521835
"82",-8.74159812927246,5.68671369552612,221,460,17.1031059430817,21.862919599524
"83",4.49437665939331,-5.99689292907715,221,466,17.1031059430817,21.9335545340985
"84",8.07487106323242,3.8596727848053,221,472,17.1031059430817,22.0041894686731
"85",-1.35780501365662,-8.109299659729,221,479,17.1031059430817,22.0865968923433
"86",4.22601795196533,9.3421688079834,221,480,17.1031059430817,22.0983693814391
"87",-8.60451412200928,7.27584648132324,221,634,17.1031059430817,23.9113327021847
"88",8.44226932525635,3.37851786613464,222,478,17.1260153034986,22.0748244032476
"89",-5.88477754592896,4.67485094070435,223,456,17.1489246639155,21.815829643141
"90",7.55318069458008,2.57151889801025,223,465,17.1489246639155,21.9217820450028
"91",-5.57819414138794,-16.3550262451172,223,468,17.1489246639155,21.95709951229
"92",10.1876983642578,4.68417739868164,223,478,17.1489246639155,22.0748244032476
"93",8.64705848693848,1.30528652667999,223,483,17.1489246639155,22.1336868487263
"94",-8.54771518707275,1.47994756698608,223,626,17.1489246639155,23.8171527894187
"95",7.16473054885864,4.13054847717285,223,634,17.1489246639155,23.9113327021847
"96",-9.25504970550537,-1.96793472766876,223,635,17.1489246639155,23.9231051912805
"97",-5.74939823150635,-15.9726228713989,224,445,17.1718340243323,21.6863322630878
"98",-7.66627168655396,6.35526990890503,224,457,17.1718340243323,21.8276021322368
"99",-6.18001699447632,-4.70467233657837,224,478,17.1718340243323,22.0748244032476
"100",6.65581130981445,8.12242126464844,224,484,17.1718340243323,22.1454593378221
"101",8.16527366638184,-0.918455421924591,224,630,17.1718340243323,23.8642427458017
"102",8.80057621002197,5.7696418762207,225,452,17.1947433847492,21.768739686758
"103",8.33849239349365,-1.62879252433777,225,460,17.1947433847492,21.862919599524
"104",-11.1545124053955,-0.748194873332977,225,480,17.1947433847492,22.0983693814391
"105",6.92682504653931,9.09641361236572,226,445,17.2176527451661,21.6863322630878
"106",-6.25278186798096,6.58642911911011,226,452,17.2176527451661,21.768739686758
"107",6.82239627838135,5.39397144317627,227,460,17.2405621055829,21.862919599524
"108",-3.51668310165405,3.84032511711121,227,632,17.2405621055829,23.8877877239932
"109",4.33506345748901,8.50294017791748,227,633,17.2405621055829,23.899560213089
"110",6.44553470611572,5.72824764251709,227,635,17.2405621055829,23.9231051912805
"111",8.2576847076416,7.37620687484741,228,440,17.2634714659998,21.627469817609
"112",8.8903694152832,-0.77370947599411,228,451,17.2634714659998,21.7569671976623
"113",4.09538793563843,9.04391860961914,228,456,17.2634714659998,21.815829643141
"114",10.4233369827271,4.59194183349609,228,618,17.2634714659998,23.7229728766527
"115",-4.68105268478394,-9.71678256988525,228,624,17.2634714659998,23.7936078112272
"116",-11.8887348175049,7.5072717666626,228,625,17.2634714659998,23.805380300323
"117",9.11709117889404,5.15716218948364,228,627,17.2634714659998,23.8289252785145
"118",8.73467445373535,-0.874300897121429,228,629,17.2634714659998,23.852470256706
"119",-4.1362099647522,2.76324892044067,228,636,17.2634714659998,23.9348776803762
"120",8.36473846435547,0.726276338100433,229,453,17.2863808264167,21.7805121758538
"121",8.96539306640625,-2.22069525718689,229,455,17.2863808264167,21.8040571540453
"122",9.56261444091797,1.99874269962311,229,478,17.2863808264167,22.0748244032476
"123",5.06657123565674,8.80067348480225,229,479,17.2863808264167,22.0865968923433
"124",3.36647701263428,-6.1651177406311,229,621,17.2863808264167,23.75829034394
"125",-10.7702007293701,-1.57752668857574,229,633,17.2863808264167,23.899560213089
"126",6.9472393989563,-1.65595805644989,230,454,17.3092901868335,21.7922846649495
"127",7.76522827148438,8.34858894348145,230,458,17.3092901868335,21.8393746213325
"128",-4.72505187988281,-6.53667259216309,230,478,17.3092901868335,22.0748244032476
"129",-5.98886156082153,-15.9143037796021,230,620,17.3092901868335,23.7465178548442
"130",-3.60943365097046,-4.97847270965576,230,628,17.3092901868335,23.8406977676102
"131",-6.37919759750366,2.70003294944763,230,629,17.3092901868335,23.852470256706
"132",-7.52522802352905,1.77798092365265,231,455,17.3321995472504,21.8040571540453
"133",-3.11516761779785,-8.17797088623047,231,457,17.3321995472504,21.8276021322368
"134",8.15371608734131,3.51291298866272,231,476,17.3321995472504,22.0512794250561
"135",4.9097466468811,9.16771125793457,231,623,17.3321995472504,23.7818353221315
"136",-0.29727578163147,-7.44212818145752,232,440,17.3551089076673,21.627469817609
"137",8.88980007171631,-2.52318644523621,232,477,17.3551089076673,22.0630519141518
"138",10.5944671630859,2.81398367881775,232,618,17.3551089076673,23.7229728766527
"139",-1.38667750358582,-9.03831577301025,232,619,17.3551089076673,23.7347453657485
"140",-4.18179082870483,-2.36238121986389,232,622,17.3551089076673,23.7700628330357
"141",6.7281641960144,4.0892391204834,232,624,17.3551089076673,23.7936078112272
"142",1.82125890254974,-7.18995475769043,232,630,17.3551089076673,23.8642427458017
"143",6.19684267044067,6.68913650512695,233,441,17.3780182680841,21.6392423067048
"144",4.0311918258667,-6.52796316146851,233,469,17.3780182680841,21.9688720013858
"145",10.49387550354,1.86003541946411,233,471,17.3780182680841,21.9924169795773
"146",-3.94295859336853,-8.14676952362061,234,435,17.400927628501,21.5686073721303
"147",5.56665754318237,7.09393882751465,234,436,17.400927628501,21.580379861226
"148",-8.44743919372559,6.89197731018066,234,445,17.400927628501,21.6863322630878
"149",-4.236976146698,-2.41104030609131,234,455,17.400927628501,21.8040571540453
"150",-3.57637166976929,4.22513914108276,234,617,17.400927628501,23.711200387557
"151",5.77688217163086,7.92911195755005,234,619,17.400927628501,23.7347453657485
"152",9.41281700134277,2.58101010322571,235,439,17.4238369889179,21.6156973285133
"153",5.80033302307129,-5.43454885482788,235,451,17.4238369889179,21.7569671976623
"154",-5.91482543945312,2.49664521217346,235,455,17.4238369889179,21.8040571540453
"155",8.86437129974365,-0.0464237853884697,235,471,17.4238369889179,21.9924169795773
"156",-10.7148904800415,7.72930288314819,235,474,17.4238369889179,22.0277344468646
"157",4.47880744934082,-7.17847633361816,235,621,17.4238369889179,23.75829034394
"158",6.39978885650635,0.351993411779404,236,434,17.4467463493347,21.5568348830345
"159",-4.0767822265625,-9.76107215881348,236,440,17.4467463493347,21.627469817609
"160",7.31703424453735,-0.275813162326813,236,621,17.4467463493347,23.75829034394
"161",9.75929355621338,1.32222211360931,237,438,17.4696557097516,21.6039248394175
"162",-10.2511653900146,7.22418546676636,237,445,17.4696557097516,21.6863322630878
"163",-4.22752666473389,3.63344573974609,237,452,17.4696557097516,21.768739686758
"164",9.2108736038208,3.38347840309143,237,460,17.4696557097516,21.862919599524
"165",8.8918924331665,5.74112319946289,237,468,17.4696557097516,21.95709951229
"166",5.60723209381104,5.01913833618164,238,432,17.4925650701684,21.533289904843
"167",6.69715452194214,-1.29774117469788,238,439,17.4925650701684,21.6156973285133
"168",7.61072111129761,8.6138162612915,238,442,17.4925650701684,21.6510147958005
"169",-3.56170415878296,-3.16766357421875,239,443,17.5154744305853,21.6627872848963
"170",7.21012830734253,1.67407560348511,239,449,17.5154744305853,21.7334222194708
"171",-6.27043771743774,-11.5644950866699,239,463,17.5154744305853,21.8982370668113
"172",-4.44752931594849,4.75809717178345,239,620,17.5154744305853,23.7465178548442
"173",-7.40308570861816,7.23313283920288,240,452,17.5383837910022,21.768739686758
"174",-2.58789110183716,4.3107442855835,240,462,17.5383837910022,21.8864645777155
"175",-5.9061164855957,2.674724817276,240,464,17.5383837910022,21.910009555907
"176",-1.27740836143494,-8.96918869018555,240,615,17.5383837910022,23.6876554093655
"177",0.190084099769592,-7.86406850814819,241,438,17.561293151419,21.6039248394175
"178",-1.49557077884674,-8.16518592834473,241,446,17.561293151419,21.6981047521835
"179",-3.93875551223755,-8.17080307006836,241,454,17.561293151419,21.7922846649495
"180",-9.50582599639893,-2.87071013450623,241,456,17.561293151419,21.815829643141
"181",-5.35895776748657,-10.627124786377,241,462,17.561293151419,21.8864645777155
"182",8.99459838867188,3.76838302612305,241,466,17.561293151419,21.9335545340985
"183",-3.32998394966125,3.72866153717041,242,442,17.5842025118359,21.6510147958005
"184",-10.3503570556641,7.83650350570679,242,445,17.5842025118359,21.6863322630878
"185",-6.66281127929688,1.18101942539215,242,446,17.5842025118359,21.6981047521835
"186",-8.33944702148438,2.66327548027039,242,449,17.5842025118359,21.7334222194708
"187",9.24012279510498,2.17945170402527,242,463,17.5842025118359,21.8982370668113
"188",8.89812850952148,-2.21487069129944,242,617,17.5842025118359,23.711200387557
"189",9.65847969055176,1.96385014057159,243,432,17.6071118722528,21.533289904843
"190",7.67516565322876,8.53463840484619,243,433,17.6071118722528,21.5450623939388
"191",5.60152578353882,-2.14232754707336,243,635,17.6071118722528,23.9231051912805
"192",-5.40860033035278,7.01596450805664,243,637,17.6071118722528,23.946650169472
"193",-5.27449798583984,-2.87800312042236,244,430,17.6300212326696,21.5097449266515
"194",9.47906684875488,5.80069732666016,244,443,17.6300212326696,21.6627872848963
"195",-2.70401334762573,4.14737224578857,245,441,17.6529305930865,21.6392423067048
"196",-0.723890244960785,-6.86358690261841,245,442,17.6529305930865,21.6510147958005
"197",-2.73220062255859,4.64119577407837,245,446,17.6529305930865,21.6981047521835
"198",-7.16034317016602,6.9994797706604,245,455,17.6529305930865,21.8040571540453
"199",-5.57752990722656,4.49875640869141,245,549,17.6529305930865,22.9106711290459
"200",4.26969718933105,-6.32481145858765,245,550,17.6529305930865,22.9224436181416
"201",-6.9160041809082,3.82185029983521,245,552,17.6529305930865,22.9459885963331
"202",-0.585787355899811,-6.89463758468628,245,560,17.6529305930865,23.0401685090992
"203",4.34683752059937,7.9101185798645,246,431,17.6758399535034,21.5215174157473
"204",-3.35719084739685,3.90373349189758,246,436,17.6758399535034,21.580379861226
"205",-3.54767060279846,4.60749053955078,246,452,17.6758399535034,21.768739686758
"206",-4.4386134147644,-3.10614538192749,246,549,17.6758399535034,22.9106711290459
"207",5.19695854187012,-5.17652082443237,246,551,17.6758399535034,22.9342161072374
"208",-6.92968463897705,-12.009970664978,246,615,17.6758399535034,23.6876554093655
"209",-5.72527360916138,-10.1895637512207,246,634,17.6758399535034,23.9113327021847
"210",-10.8599548339844,0.554097056388855,247,451,17.6987493139202,21.7569671976623
"211",0.202090233564377,-7.26506948471069,247,550,17.6987493139202,22.9224436181416
"212",8.70321273803711,3.26275730133057,247,560,17.6987493139202,23.0401685090992
"213",8.62825965881348,6.01434755325317,247,562,17.6987493139202,23.0637134872907
"214",-10.7502403259277,-0.450923800468445,247,616,17.6987493139202,23.6994278984612
"215",-11.1152753829956,0.0910438522696495,247,694,17.6987493139202,24.6176820479298
"216",4.86942052841187,9.20910930633545,248,438,17.7216586743371,21.6039248394175
"217",3.54950213432312,-7.2011775970459,248,441,17.7216586743371,21.6392423067048
"218",-5.28106117248535,-9.94993495941162,248,520,17.7216586743371,22.5692689452691
"219",8.31408596038818,6.78859376907349,248,556,17.7216586743371,22.9930785527162
"220",6.91263341903687,0.704121291637421,248,561,17.7216586743371,23.0519409981949
"221",8.12382698059082,-1.18099570274353,248,565,17.7216586743371,23.0990309545779
"222",-9.26836204528809,6.80689668655396,248,614,17.7216586743371,23.6758829202697
"223",-4.6139349937439,-4.74357748031616,248,636,17.7216586743371,23.9348776803762
"224",-6.55675935745239,6.60610485076904,249,440,17.744568034754,21.627469817609
"225",4.82939672470093,9.7722749710083,249,507,17.744568034754,22.4162265870243
"226",5.11506223678589,-6.77743148803711,249,554,17.744568034754,22.9695335745246
"227",6.81624841690063,4.15867280960083,249,557,17.744568034754,23.0048510418119
"228",10.6300582885742,3.46553373336792,249,563,17.744568034754,23.0754859763864
"229",-5.15513896942139,-5.85547733306885,249,691,17.744568034754,24.5823645806426
"230",7.09744930267334,9.02454662322998,249,699,17.744568034754,24.6765444934086
"231",5.50048303604126,-6.67464351654053,250,432,17.7674773951708,21.533289904843
"232",8.20065879821777,-3.13304448127747,250,433,17.7674773951708,21.5450623939388
"233",7.627610206604,4.15397167205811,250,437,17.7674773951708,21.5921523503218
"234",9.12638759613037,4.75338125228882,250,514,17.7674773951708,22.4986340106946
"235",4.49586296081543,8.04342842102051,250,528,17.7674773951708,22.6634488580351
"236",-10.7182588577271,-0.26141232252121,250,552,17.7674773951708,22.9459885963331
"237",4.19396448135376,8.13049411773682,250,563,17.7674773951708,23.0754859763864
"238",7.16827344894409,3.64265131950378,250,636,17.7674773951708,23.9348776803762
"239",-9.50080490112305,6.89768838882446,250,695,17.7674773951708,24.6294545370256
"240",9.46349620819092,6.1009783744812,250,703,17.7674773951708,24.7236344497916
"241",-6.89425897598267,1.91886746883392,251,432,17.7903867555877,21.533289904843
"242",-10.9402332305908,7.70677137374878,251,503,17.7903867555877,22.3691366306413
"243",5.72414207458496,9.84869384765625,251,507,17.7903867555877,22.4162265870243
"244",-10.432110786438,-1.93709099292755,251,510,17.7903867555877,22.4515440543116
"245",-10.9749956130981,6.50808906555176,251,519,17.7903867555877,22.5574964561734
"246",5.7516884803772,-1.04812693595886,251,521,17.7903867555877,22.5810414343649
"247",-8.7269344329834,2.5889880657196,251,553,17.7903867555877,22.9577610854289
"248",3.81449580192566,-6.03565883636475,251,556,17.7903867555877,22.9930785527162
"249",7.43856573104858,4.99605512619019,251,560,17.7903867555877,23.0401685090992
"250",8.53360939025879,7.36837339401245,251,565,17.7903867555877,23.0990309545779
"251",-6.22668695449829,1.22508072853088,251,567,17.7903867555877,23.1225759327694
"252",6.1675591468811,8.5696268081665,251,569,17.7903867555877,23.1461209109609
"253",8.66922760009766,2.59205508232117,251,638,17.7903867555877,23.9584226585677
"254",-1.90281772613525,-9.57979965209961,251,697,17.7903867555877,24.6529995152171
"255",-5.16731739044189,-9.94517230987549,251,698,17.7903867555877,24.6647720043128
"256",5.72216176986694,-5.27208757400513,251,701,17.7903867555877,24.7000894716001
"257",-6.18738555908203,-4.70333051681519,251,702,17.7903867555877,24.7118619606958
"258",6.63432836532593,-0.452217191457748,252,426,17.8132961160046,21.4626549702685
"259",8.01922702789307,7.79326343536377,252,428,17.8132961160046,21.48619994846
"260",7.13397789001465,7.57277822494507,252,434,17.8132961160046,21.5568348830345
"261",6.55607128143311,-3.0984218120575,252,512,17.8132961160046,22.4750890325031
"262",-4.05757284164429,-8.05273342132568,252,520,17.8132961160046,22.5692689452691
"263",7.80498743057251,-2.54864430427551,252,521,17.8132961160046,22.5810414343649
"264",-0.520603775978088,-7.97666358947754,252,522,17.8132961160046,22.5928139234606
"265",7.77529001235962,8.3744068145752,252,526,17.8132961160046,22.6399038798436
"266",8.95688629150391,6.25488042831421,252,528,17.8132961160046,22.6634488580351
"267",2.35279107093811,-6.94108247756958,252,553,17.8132961160046,22.9577610854289
"268",-1.79756212234497,-9.43640041351318,252,554,17.8132961160046,22.9695335745246
"269",-5.84817218780518,2.68567323684692,252,557,17.8132961160046,23.0048510418119
"270",4.8113751411438,7.26529455184937,252,701,17.8132961160046,24.7000894716001
"271",-8.96806335449219,1.54881656169891,253,427,17.8362054764214,21.4744274593643
"272",-4.0852370262146,2.61347937583923,253,432,17.8362054764214,21.533289904843
"273",9.1972827911377,2.49635720252991,253,506,17.8362054764214,22.4044540979286
"274",-5.98801231384277,-12.2471532821655,253,553,17.8362054764214,22.9577610854289
"275",-8.78168296813965,1.40087473392487,253,561,17.8362054764214,23.0519409981949
"276",2.2710702419281,-7.72530317306519,253,563,17.8362054764214,23.0754859763864
"277",-4.44352293014526,2.29500770568848,253,615,17.8362054764214,23.6876554093655
"278",-6.65946054458618,2.2188036441803,253,688,17.8362054764214,24.5470471133553
"279",6.13583517074585,6.6407904624939,253,690,17.8362054764214,24.5705920915468
"280",-7.43286323547363,1.56621706485748,254,431,17.8591148368383,21.5215174157473
"281",-8.61094379425049,3.01109933853149,254,498,17.8591148368383,22.3102741851626
"282",-0.502030313014984,-7.96183252334595,254,503,17.8591148368383,22.3691366306413
"283",7.86729907989502,-2.78609204292297,254,506,17.8591148368383,22.4044540979286
"284",4.30483627319336,8.21106052398682,254,524,17.8591148368383,22.6163589016521
"285",-3.43954968452454,4.38411474227905,254,536,17.8591148368383,22.7576287708011
"286",9.81811904907227,4.36312675476074,254,572,17.8591148368383,23.1814383782482
"287",-6.72949886322021,2.06938195228577,254,612,17.8591148368383,23.6523379420782
"288",9.20424747467041,2.67014455795288,254,681,17.8591148368383,24.464639689685
"289",-4.47029542922974,-7.60852241516113,254,687,17.8591148368383,24.5352746242596
"290",8.36077499389648,2.761474609375,254,692,17.8591148368383,24.5941370697383
"291",-4.32900953292847,-4.10495281219482,254,698,17.8591148368383,24.6647720043128
"292",-3.36372756958008,4.44809103012085,255,507,17.8820241972551,22.4162265870243
"293",9.54584789276123,2.26273369789124,255,522,17.8820241972551,22.5928139234606
"294",5.97645807266235,5.16181373596191,255,527,17.8820241972551,22.6516763689394
"295",6.54620265960693,7.00762367248535,255,533,17.8820241972551,22.7223113035139
"296",5.90011882781982,7.12314748764038,255,534,17.8820241972551,22.7340837926096
"297",-6.83718490600586,-12.8559951782227,255,537,17.8820241972551,22.7694012598969
"298",-0.392897039651871,-7.79673385620117,255,553,17.8820241972551,22.9577610854289
"299",9.27690410614014,5.5513858795166,255,566,17.8820241972551,23.1108034436737
"300",3.16886973381042,-6.31024074554443,255,692,17.8820241972551,24.5941370697383
"301",-4.56263113021851,-3.8676769733429,255,695,17.8820241972551,24.6294545370256
"302",-7.93833827972412,3.14468312263489,256,495,17.904933557672,22.2749567178753
"303",-1.18228268623352,-7.98836421966553,256,507,17.904933557672,22.4162265870243
"304",1.28802692890167,-7.73061609268188,256,554,17.904933557672,22.9695335745246
"305",-2.82191514968872,-9.37704086303711,256,558,17.904933557672,23.0166235309077
"306",-9.66438102722168,7.73441219329834,256,564,17.904933557672,23.0872584654822
"307",5.99541759490967,4.25442934036255,256,613,17.904933557672,23.664110431174
"308",6.34342336654663,6.88179349899292,256,637,17.904933557672,23.946650169472
"309",-8.94521903991699,7.58778476715088,256,679,17.904933557672,24.4410947114935
"310",8.55399799346924,-3.11469292640686,256,695,17.904933557672,24.6294545370256
"311",-4.00310039520264,4.69297504425049,256,702,17.904933557672,24.7118619606958
"312",-2.06396198272705,-8.15583992004395,257,422,17.9278429180889,21.4155650138855
"313",-9.0567798614502,6.29376697540283,257,495,17.9278429180889,22.2749567178753
"314",-10.8198289871216,-0.694702923297882,257,501,17.9278429180889,22.3455916524498
"315",7.01835775375366,4.63945245742798,257,514,17.9278429180889,22.4986340106946
"316",-8.91219615936279,6.28310918807983,257,517,17.9278429180889,22.5339514779819
"317",-10.0897302627563,6.3184700012207,257,529,17.9278429180889,22.6752213471309
"318",5.45087575912476,-6.67416048049927,257,537,17.9278429180889,22.7694012598969
"319",7.98132228851318,-2.97269725799561,257,554,17.9278429180889,22.9695335745246
"320",8.38679599761963,7.64061546325684,257,572,17.9278429180889,23.1814383782482
"321",6.70088863372803,-3.50381422042847,257,635,17.9278429180889,23.9231051912805
"322",-10.2591867446899,7.87275791168213,257,694,17.9278429180889,24.6176820479298
"323",-9.84371566772461,0.967842221260071,258,422,17.9507522785057,21.4155650138855
"324",8.06363582611084,-2.49810934066772,258,494,17.9507522785057,22.2631842287796
"325",-5.43595123291016,3.00197887420654,258,498,17.9507522785057,22.3102741851626
"326",6.44820976257324,-5.43636751174927,258,510,17.9507522785057,22.4515440543116
"327",10.6122341156006,1.91647291183472,258,522,17.9507522785057,22.5928139234606
"328",5.3493971824646,-6.87468576431274,258,530,17.9507522785057,22.6869938362266
"329",8.07296180725098,0.210996374487877,258,534,17.9507522785057,22.7340837926096
"330",7.94138050079346,2.42049479484558,258,536,17.9507522785057,22.7576287708011
"331",6.42064380645752,-4.48472881317139,258,570,17.9507522785057,23.1578934000567
"332",-6.90964937210083,7.21388721466064,258,635,17.9507522785057,23.9231051912805
"333",-10.6355714797974,-0.220595359802246,258,637,17.9507522785057,23.946650169472
"334",5.55739641189575,7.02937030792236,258,685,17.9507522785057,24.511729646068
"335",-3.17553615570068,3.67686676979065,259,423,17.9736616389226,21.4273375029812
"336",-4.02659940719604,-8.10927200317383,259,494,17.9736616389226,22.2631842287796
"337",10.6859493255615,2.54184532165527,259,498,17.9736616389226,22.3102741851626
"338",-9.56801319122314,2.24285459518433,259,505,17.9736616389226,22.3926816088328
"339",-5.54083395004272,-6.2613730430603,259,515,17.9736616389226,22.5104064997904
"340",-4.68912553787231,-10.2426958084106,259,554,17.9736616389226,22.9695335745246
"341",-3.94473385810852,4.36059474945068,259,576,17.9736616389226,23.2285283346312
"342",-3.90579390525818,-4.27219200134277,259,611,17.9736616389226,23.6405654529825
"343",-5.96868133544922,2.2774133682251,259,614,17.9736616389226,23.6758829202697
"344",7.91540813446045,2.34199833869934,259,615,17.9736616389226,23.6876554093655
"345",-7.04214572906494,-13.1067571640015,259,678,17.9736616389226,24.4293222223978
"346",-4.28702878952026,-4.08676815032959,260,424,17.9965709993395,21.439109992077
"347",9.47789192199707,2.74606394767761,260,494,17.9965709993395,22.2631842287796
"348",-5.73828649520874,7.37122106552124,260,512,17.9965709993395,22.4750890325031
"349",-5.41025304794312,-2.95440816879272,260,516,17.9965709993395,22.5221789888861
"350",-10.7450485229492,-0.68970650434494,260,519,17.9965709993395,22.5574964561734
"351",9.27577781677246,0.247998595237732,260,520,17.9965709993395,22.5692689452691
