"","UMAP_1","UMAP_2","V1","V2","V1_scaled","V2_scaled","UMAP_1_scaled","UMAP_2_scaled","V1_scaled_5x","V2_scaled_5x"
"1",-7.02576732635498,-11.445948600769,204,463,-2.03651013733097,-0.752110133432205,-0.93395229439855,-1.83108629067014,-10.1825506866549,-3.76055066716102
"2",-4.07281351089478,-6.23952341079712,205,468,-2.02719827760746,-0.724412132143757,-0.518474049834543,-0.993159268022562,-10.1359913880373,-3.62206066071878
"3",-9.09346199035645,5.9936056137085,205,470,-2.02719827760746,-0.713332931628378,-1.22487528303317,0.975652153854973,-10.1359913880373,-3.56666465814189
"4",9.27800559997559,4.37260150909424,206,461,-2.01788641788394,-0.763189333947584,1.35997554143058,0.714766211290177,-10.0894320894197,-3.81594666973792
"5",4.88277721405029,9.39170455932617,207,465,-2.00857455816043,-0.741030932916826,0.741570416134864,1.5225454305792,-10.0428727908021,-3.70515466458413
"6",-9.98110198974609,0.587402939796448,208,464,-1.99926269843691,-0.746570533174515,-1.34976552236586,0.105572752905218,-9.99631349218456,-3.73285266587258
"7",4.17480802536011,9.03400611877441,208,470,-1.99926269843691,-0.713332931628378,0.641959716440747,1.4649771032988,-9.99631349218456,-3.56666465814189
"8",-4.32228708267212,-6.28960084915161,208,476,-1.99926269843691,-0.680095330082241,-0.553574782234928,-1.00121877858713,-9.99631349218456,-3.4004766504112
"9",-10.5501155853271,5.77873420715332,208,480,-1.99926269843691,-0.657936929051483,-1.4298252810344,0.941070545289145,-9.99631349218456,-3.28968464525741
"10",-9.17527294158936,5.22402667999268,209,467,-1.9899508387134,-0.729951732401447,-1.23638601856395,0.851795388206475,-9.94975419356698,-3.64975866200723
"11",-9.59567260742188,2.30080127716064,210,457,-1.98063897898988,-0.785347734978342,-1.29553591595175,0.381328711178121,-9.9031948949494,-3.92673867489171
"12",8.37355518341064,-2.37705016136169,210,459,-1.98063897898988,-0.774268534462963,1.23272008982067,-0.371529149109283,-9.9031948949494,-3.87134267231481
"13",-6.13582515716553,-5.33581876754761,210,477,-1.98063897898988,-0.674555729824551,-0.808738141612793,-0.84771618309562,-9.9031948949494,-3.37277864912276
"14",-10.8667497634888,5.23552656173706,211,453,-1.97132711926637,-0.8075061360091,-1.47437545714037,0.853646190113593,-9.85663559633183,-4.0375306800455
